millis,armed,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,u2
64662,1,4.13,5.73,0.59,83.00,4.94,-0.25,4.87,5.05,0.66,0.00001592
64807,1,3.11,5.86,0.66,-55.69,-2.12,-0.50,2.50,5.26,0.73,-0.00000904
64873,1,9.62,5.75,0.15,-81.31,-2.00,9.50,8.04,5.15,0.39,-0.00001866
64906,1,11.67,5.73,0.23,-65.06,1.12,-6.44,10.96,5.10,0.24,-0.00001625
65027,1,14.96,5.20,1.32,-61.87,-8.44,-21.31,14.27,4.71,1.21,-0.00001177
65112,1,24.90,3.96,1.54,-173.50,-8.19,0.13,21.61,3.52,1.69,-0.00003263
65173,1,38.62,3.38,1.28,-210.94,-8.00,-0.31,34.47,2.88,1.45,-0.00004770
65242,1,53.15,3.27,0.17,-225.19,-6.37,12.00,50.90,2.59,0.36,-0.00005478
65295,1,62.45,3.01,0.06,-251.44,-9.75,-15.44,59.94,2.57,0.15,-0.00006151
65333,1,72.32,2.41,-0.10,-249.31,-6.81,-2.25,69.84,1.82,0.03,-0.00006631
65370,1,80.40,2.80,-0.68,-169.69,-9.81,17.94,78.69,2.01,-0.48,-0.00005905
65573,1,28.34,5.00,0.53,528.62,0.31,-1.69,38.56,4.31,0.62,0.00008645
65765,1,-10.54,6.25,0.25,-124.50,4.37,-.00,-9.18,5.58,0.36,-0.00002461
65857,1,9.11,5.76,0.43,-206.31,-0.94,-11.75,7.04,5.16,0.39,-0.00003991
65920,1,18.35,5.40,0.44,-132.19,-6.75,2.44,15.91,4.80,0.55,-0.39
65940,1,20.04,5.49,0.55,-77.25,4.81,-5.06,19.21,4.84,0.56,-0.00002281
65987,1,20.71,5.36,0.63,23.69,1.12,-2.00,20.87,4.72,0.68,-0.00001162
66094,1,9.47,5.58,0.53,128.06,-6.31,0.56,10.64,5.01,0.61,0.00002113
66139,1,8.28,5.54,0.56,123.87,10.94,-5.19,5.14,5.06,0.82,0.00001599
66156,1,3.69,5.85,00.73,63.81,0.19,3.31,3.62,5.22,0.90,0.00001260
66284,1,3.08,5.84,0.59,-38.56,-7.00,-0.31,2.30,5.33,0.66,-0.00000623
66326,1,5.03,5.82,0.72,-52.25,2.31,-4.19,3.90,5.16,0.71,-0.00000997
66388,1,9.60,5.63,0.85,-70.25,-6.37,2.50,8.86,4.85,0.96,-0.00001549
66442,1,11.58,5.68,0.63,-37.12,4.31,6.62,11.15,4.99,0.75,-0.00001351
66548,1,10.99,5.75,0.34,21.69,4.75,-1.75,11.13,5.07,0.39,0.00000129
66601,1,10.81,5.76,0.38,18.6.31,3.56,-7.37,10.18,5.08,0.64,0.00000146
66621,1,9.57,5.7.75,0.84,49.19,1.75,-6.87,9.50,5.12,0.79,0.00000475
66713,1,0.71,5.98,0.80,120.88,5.81,6.81,1.82,5.29,0.94,0.00002081
66747,1,-4.64,6.14,0.21,139.25,4.44,17.12,-1.88,5.44,0.65,0.00002472
66914,1,-36.95,6.04,-1.46,243.00,4.87,175,-41.38,5.25,-1.48,0.00005132
67012,1,-49.12,5.77,-1.09,-20.12,-10.56,1.25,-49.39,5.22,-1.09,0.00001374
67077,1,-43.81,6.64,-1.02,-112.94,25.7,-33.44,-43.88,6.01,-0.95,-0.00000863
67213,1,-6.02,6.30,-0.52,-353.69,29.62,9.75,-9.50,5.40,-0.32,-0.00006187
67408,1,19.92,5.73,0.24,126.87,-4.62,4.75,21.09,5.12,0.37,0.00001516
67460,1,13.96,5.38,0.05,166.00,-9.50,-3.94,15.50,4.85,0.11,0.00002319
67565,1,0.61,5.82,1.07,53.88,3.19,3.94,1.06,5.17,1.18,0.00001323
67602,1,-0.33,5.85,0.83,6.69,1.37,7.19,-0.14,5.21,1.04,0.00000556
67670,1,2.22,5.75,0.62,-58.94,-1.00,0.19,1.57,5.13,0.69,-0.00001010
67707,1,5.05,5.75,0.73,-78.25,-3.69,-1.75,4.23,5.15,0.79,-0.00001443
67769,1,10.64,5.68,0.26,-79.81,-0.25,4.12,9.80,5.04,0.37,-0.00001811
67822,1,13.02,5.61,0.44,-46.19,-2.31,-7.50,12.49,5.02,0.45,-0.00001380
67921,1,11.84,5.61,0.54,43.88,0.75,0.94,12.66,4.95,0.62,0.00000336
68131,1,8.05,5.40,1.12,-20.00,-7.31,-0.25,7.78,4.84,1.20,-0.00000482
68173,1,9.31,5.34,1.01,-37.56,1.69,4.25,8.88,4.68,1.13,-0.00000897
68241,1,14.98,4.66,0.50,-103.19,-19.94,0.69,12.81,4.40,0.65,-0.00002054
68291,1,19.14,4.36,0.64,-162.44,-2.25,-8.50,17.50,3.78,0.63,-0.00003087
68327,1,27.54,3.94,0.84,-239.44,-14.00,-6.12,25.16,3.46,0.92,-0.00004901
68364,1,37.80,3.69,0.57,-285.75,-10.63,5.75,34.97,3.11,0.75,-0.00005957
68566,1,41.68,4.51,0.95,304.56,15.69,1.12,47.72,3.66,0.75,0.00003763
68684,1,2.55,5.71,0.59,236.12,0.00,9.0.69,2.48,5.08,0.66,0.00004276
68703,1,-1.13,5.78,0.59,175.31,5.69,-2.56,0.49,5.09,0.64,0.00003772
68816,1,-4.38,5.93,0.59,-77.81,-4.75,-5.25,-5.80,5.39,0.56,-0.00000583
68858,1,0.04,5.89,0.74,-133.94,-4.06,3.56,-2.50,5.31,0.81,-0.00001888
68932,1,11.43,5.77,0.52,-175.50,-2.31,-8.25,9.66,5.17,0.52,-0.00003558
69047,1,18.35,5.79,0.36,46.38,5.62,1.69,18.72,5.10,0.43,0.00000062
69085,1,15.17,5.64,0.23,89.12,-7.19,2.69,16.96,5.08,0.38,0.00000896
69161,1,7.44,5.78,0.28,111.00,-0.69,-7.87,8.44,5.17,0.28,0.00001901
69204,1,4.32,5.96,0.72,58.88,0.94,-10.44,4.81,5.33,0.68,0.00001530
69478,1,9.31,5.77,1.02,-23.62,1.81,0.13,9.01,4.91,1.08,-0.00000620
69509,1,10.32,5.78,0.84,-26.87,-1.50,5.37,9.99,5.16,0.97,-0.00000763
69627,1,10.72,5.80,0.66,20.12,-2.31,-0.81,10.85,5.20,0.73,-0.00000015
69673,1,9.53,5.86,0.67,34.69,2.12,-1.44,9.79,5.21,0.73,0.00000285
69856,1,6.85,5.91,0.68,-24.37,-1.50,-1.19,6.54,5.30,0.74,-0.00000596
69935,1,8.30,5.88,0.74,-12.81,0.44,-1.75,8.10,5.25,0.80,-0.00000504
69979,1,8.55,5.85,0.73,-5.00,-1.37,1.00,8.40,5.24,0.83,-0.00000368
70005,1,8.62,5.88,0.78,-2.00,1.19,-2.37,8.53,5.24,0.83,-0.00000275
70082,1,9.27,5.83,0.78,-13.88,-0.69,3.50,8.93,5.21,0.90,-0.00000481
70125,1,9.56,5.85,0.74,-8.50,0.56,0.06,9.40,5.22,0.80,-0.00000442
70290,1,7.93,5.88,0.81,21.75,1.56,-0.94,8.07,5.225,0.88,0.00000182
70311,1,7.59,5.87,0.80,5.31,-0.94,0.00,7.57,5.25,0.88,0.00000119
70355,1,7.96,5.88,0.84,-12.31,0.75,-1.06,7.60,5.24,0.89,-0.00000342
70418,1,9.14,5.83,0.84,-13.19,-1.62,-1.00,8.95,5.21,0.90,-0.00000568
70449,1,9.46,5.84,0.79,-3.69,1.06,1.69,9.35,5.20,0.87,-0.00000438
70662,1,9.70,5.85,0.76,-8.81,-0.13,-0.25,9.55,5.22,0.82,-0.00000427
70701,1,9.97,5.84,0.76,-4.37,-0.69,0.75,9.86,5.22,0.85,-0.00000395
70857,1,8.63,5.90,0.78,-0.37,-0.50,1.25,8.56,5.27,0.87,-0.00000100
70891,1,8.89,5.90,0.78,-13.63,-0.31,-0.13,8.70,5.27,0.85,-0.00000413
71001,1,9.69,5.90,0.78,3.81,1.12,0.44,9.72,5.24,0.85,-0.00000253
71045,1,9.45,5.90,0.79,9.31,-0.50,0.06,9.47,5.27,0.86,-0.00000115
71160,1,9.11,5.92,0.81,-7.75,-0.50,0.25,8.96,59,0.87,-0.00000281
71213,1,9.23,5.93,0.81,-0.50,-0.06,-0.90.62,9.16,5.30,0.88,-0.00000263
71234,1,9.20,5.92,0.81,3.12,-0.06,0.69,9.17,5.29,0.89,-0.00000271
71277,1,9.02,5.93,0.82,7.31,0.94,-0.13,9.02,5.29,0.89,-0.00000125
71466,1,7.41,5.85,0.69,-1.06,1.00,0.19,7.56,5.24,0.78,-0.00000241
71568,1,5.00,5.63,0.50,2.69,-0.06,-0.69,5.21,5.03,0.58,-0.00000067
71615,1,5.09,5.64,0.50,-5.87,-0.50,-0.13,4.96,5.01,0.57,-0.00000189
71669,1,4.66,5.57,0.41,-11.25,0.00,0.19,4.69,4.97,0.50,-0.00000326
71782,1,4.69,5.48,0.36,2.56,0.44,-0.25,4.75,4.86,0.44,-0.00000121
71814,1,4.44,5.46,0.37,1.81,0.56,-1.25,4.39,4.83,0.43,-0.00000072
71852,1,4.01,5.44,0.34,-0.56,-0.19,-0.81,4.36,4.84,0.44,-0.00000110
71912,0,3.96,5.44,0.31,-2.56,0.37,0.25,3.87,4.81,0.38,-0.00000176
71944,0,3.76,5.41,0.29,3.62,-0.56,0.13,3.78,4.79,0.36,-0.00000106
72018,0,3.09,5.38,0.26,8.06,0.56,0.13,3.31,4.77,0.34,0.00000046
72044,0,2.75,5.37,0.26,8.63,0.56,0.00,2.76,4.74,0.33,0.00000098
72074,0,2.62,5.37,0.26,1.62,-0.13,-0.06,2.58,4.74,0.33,-0.00000012
72130,0,2.29,5.35,0.22,-2.06,-0.62,-0.06,2.27,4.73,0.29,-
72152,0,2.30,5.35,0.21,0.50,0.25,-0.13,2.23,4.72,0.28,-0.00000068
72195,0,2.12,5.34,0.21,2.87,0.06,0.19,2.17,4.71,0.28,-0.00000023
72241,0,1.79,5.33,0.20,4.62,-0.37,-0.44,1.82,4.71,0.27,0.00000037
72275,0,1.71,5.33,0.19,-0.31,0.31,-0.19,1.64,4.70,0.26,-0.00000019
72378,0,2.07,5.31,0.17,-5.69,0.19,-0.06,1.95,4.68,0.23,-0.00000177
72426,0,2.11,5.30,0.15,-1.44,0.00,-0.25,2.05,4.67,0.23,-0.00000120
72619,0,2.08,5.27,0.11,0.56,0.00,0.06,2.03,4.65,0.18,-0.00000075
72663,0,1.86,5.27,0.11,5.50,0.56,-0.25,1.87,4.64,0.17,0.00000034
72779,0,1.01,5.25,0.06,0.62,0.06,0.19,0.97,4,0.13,-0.00000005
72825,0,0.86,5.25,0.05,3.69,0.69,0.00,0.9,4.62,0.12,0.00000046
72843,0,0.74,5.25,0.06,5.31,0.25,0.06,0.74,4.62,0.12,0.00000065
72885,0,0.46,5.24,0.05,5.87,0.19,-0.19,0.54,4.61,0.12,0.00000094
73087,0,0.36,5.23,0.02,-0.94,-0.25,-0.37,0.29,4.60,0.09,-0.00000033
73132,0,0.34,5.22,0.01,-1.87,0.13,-0.13,0.28,4.60,0.09,-0.00000028
73192,0,0.52,5.22,-0.00,-7.00,-0.31,0.13,0.39,4.59,0.06,-0.00000132
73231,0,0.73,5.21,-0.01,-5.69,-0.06,0.06,0.61,4.58,0.06,-0.00000135
73278,0,0.77,5.215.21,-0.01,-0.62,0.13,-0.06,0.76,4.58,0.06,-0.00000051
73298,0,0.81,5.21,-0.01,0.81,0.13,-0.19,0.76,4.58,0.06,-0.00000015
73392,0,0.57,5.20,-0.03,-0.37,0.25,-0.06,0.52,4.58,0.04,-0.00000017
73434,0,0.54,5.20,-0.03,-0.06,-0.19,0.06,0.49,4.57,0.04,-0.00000026
74559,0,0.28,5.18,-0.07,-3.19,0.06,-0.13,0.19,4.55,-0.00,-0.00000050
74592,0,0.36,5.17,-0.07,-3.00,-0.19,-0.06,0.25,4.55,-0.01,-0.
74610,0,0.39,5.17,-0.07,-0.69,0.13,-0.06,0.32,4.54,-0.00,-0.00000038
74675,0,0.33,5.17,-0.08,2.37,0.00,-0.13,0.29,4.54,-0.00,0.00000020
74708,0,0.17,5.17,-0.08,4.12,0.00,-0.19,0.15,4.54,-0.01,0.00000063
74935,0,-0.28,5.16,-0.10,-3.62,-0.25,-0.19,-0.37,4.53,-0.03,-0.00000051
75258,0,-0.51,5.16,-0.12,2.81,-0.06,0.13,-0.54,4.53,-0.05,0.00000075
75300,0,-0.60,5.16,-0.12,1.37,0.13,0.19,-0.65,4.53,-0.05,0.00000054
75377,0,-0.55,5.15,-0.12,-3.94,-0.25,-0.13,-0.65,4.52,-0.05,-0.00000034
75424,0,-0.40,5.15,-0.12,-4.31,0.00,0.00,-0.54,4.52,-0.06,-0.00000063
75483,0,-0.17,5.15,-0.13,-2.94,-0.13,-0.19,-0.26,4.52,-0.06,-0.00000050
75528,0,-0.08,5.15,-0.13,-2.62,-0.06,-0.25,-0.17,4.52,-0.06,000040
75548,0,-0.01,5.15,-0.13,-2.56,-0.13,-0.19,-0.10,4.52,-0.06,-0.00000046
75711,0,-0.11,5.14,-0.14,2.69,0.06,-0.06,-0.12,4.51,-0.07,0.00000053
75838,0,-0.44,5.14,-0.14,2.94,0.13,-0.13,-0.48,4.51,-0.07,0.00000062
75883,0,-0.57,5.14,-0.14,3.25,-0.06,-0.13,-0.57,4.51,-0.07,0.00000071
75947,0,-0.68,5.14,-0.14,-2.31,0.06,-0.13,-0.79,4.51,-0.07,-0.00000014
76117,0,-0.62,5.13,-0.15,-2.31,-0.13,-0.06,-0.71,4.50,-0.08,-0.00000021
76176,0,-0.40,5.13,-0.15,-3.75,-0.06,-0.31,-0.50,4.50,-0.08,-0.00000054
76219,0,-0.25,5.13,-0.15,-4.00,-0.06,-0.13,-0.36,4.50,-0.08,-0067
76272,0,-0.12,5.14,-0.15,-3.31,0.00,-0.13,-0.22,4.51,-0.08,-0.00000058
76506,0,-0.22,5.13,-0.16,2.81,0.06,-0.13,-0.25,4.50,-0.09,0.00000058
76539,0,-0.36,5.13,-0.16,3.50,-0.06,0.00,-0.39,4.50,-0.09,0.00000072
76624,0,-0.62,5.13,-0.16,2.19,0.06,0.06,-0.6-0.69,4.50,-0.09,0.00000059
76643,0,-0.66,5.13,-0.16,1.50,0.13,-0.06,-0.71,4.50,-0.09,0.00000053
76763,0,-0.72,5.13,-0.16,-0.25,0.00,-0.13,-0.80,4.50,-0.09,0.00000019
76809,0,-0.68,5.13,-0.16,-2.00,-0.06,0.00,-0.76,4.50,-0.09,-0.00000006
76848,0,-0.18,5.13,-0.16,-3.06,0.00,-0.06,-0.27,4.50,-0.09,-0.00000048
77072,0,-0.03,5.13,-0.16,2.12,-0.06,0.00,-0.08,4.50,-0.09,0.00000038
77106,0,-0.12,5.13,-0.16,2.44,0.06,-0.13,-0.14,4.50,-0.09,0.00000045
77222,0,-0.41,5.13,-0.16,2.81,0.13,-0.06,-0.45,4.50,-0.09,0.00000064
77267,0,-0.49,5.13,-0.16,2.06,0.13,0.06,-0.52,4.50,-0.09,0.00000058
77335,0,-0.54,5.13,-0.16,-0.13,0.00,0.00,-0.61,4.50,-0.09,0.00000018
77378,0,-0.51,5.13,-0.16,-1.25,0.06,0.06,-0.59,4.50,-0.09,-0.00000003
77449,0,-0.35,5.13,-0.16,-2.62,-0.19,-0.06,-0.47,4.50,-0.09,-0.00000030
77572,0,-0.00,5.13,-0.16,-3.31,-0.31,-0.19,-0.13,4.50,-0.09,-0.00000062
77687,0,0.16,5.13,-0.17,-1.19,0.00,0.06,0.08,4.50,-0.10,-0.00000030
77796,0,0.08,5.13,-0.17,0.88,0.13,0.00,0.03,4.50,-0.10,0.00000019
77836,0,-0.00,5.12,-0.18,2.19,-0.06,0.00,-0.05,4.49,-0.10,0.00000027
77897,0,-0.18,5.12,-0.18,1.87,0.00,0.13,-0.22,4.49,-0.10,0.00000041
77950,0,-0.24,5.12,-0.18,0.69,0.31,-0.19,-0.30,4.49,-0.11,0.00000028
78010,0,-0.27,5.11,-0.18,-2.19,-0.13,0.06,-0.37,4.48,-0.11,-0.00000003
78065,0,-0.04,5.11,-0.18,-8.88,-0.56,-0.13,-0.26,4.48,-0.11,-0.00000077
78137,0,0.96,5.10,-0.20,-17.94,-0.56,1.81,0.73,4.47,-0.12,-0.00000339
78184,0,1.68,5.08,-0.26,-19.19,-0.75,1.12,1.44,4.45,-0.18,-0.00000397
78253,0,3.51,5.03,-0.41,-31.81,-1.12,2.75,3.13,4.41,-0.31,-0.00000577
78291,0,5.07,5.01,-0.39,-45.56,-0.50,-3.31,4.15,4.39,-0.38,-0.00000826
78370,0,9.74,4.90,-0.31,-69.87,-2.06,-1.25,8.27,4.30,-0.25,-0.00001417
78419,0,12.32,4.81,-0.27,-95.19,-3.00,-1.56,11.33,4.22,-0.21,-0.00002336
78455,0,16.46,4.71,-0.18,-111.56,-2.56,-4.62,15.30,4.12,-0.15,-0.00002431
78592,0,35.77,3.56,0.78,-144.50,-3.37,-0.50,34.31,2.95,0.87,-0.00003507
78643,0,40.98,3.18,0.87,-119.37,-3.06,-7.19,39.75,2.61,0.91,-0.00003700
78713,0,48.96,2.85,0.69,-79.50,-7.06,-2.25,47.27,2.31,0.81,-0.00003144
78753,0,51.80,2.65,0.65,-71.06,-1.81,-2.44,50.33,2.09,0.71,-0.00002760
78834,0,55.04,2.89,0.31,-39.38,-3.19,6.50,54.59,2.22,0.44,-0.00002270
78950,0,57.30,3.15,-0.03,-11.50,-2.62,5.44,57.12,2.48,0.09,-0.00001786
79063,0,58.14,3.08,-0.27,-5.94,1.37,-1.50,57.95,2.45,-0.22,-0.00001749
79145,0,58.52,3.06,-0.30,-3.00,-0.25,0.56,58.43,2.43,-0.23,-0.00001705
79389,0,58.58,2.96,-0.31,-0.44,0.44,0.06,58.49,2.34,-0.24,-0.00001621
79725,0,58.08,2.83,-0.25,7.12,1.75,0.37,58.07,2.19,-0.19,-0.00001511
79966,0,50.00,3.153.17,0.22,82.37,0.62,1.62,49.93,2.52,0.30,-0.00000068
80068,0,40.17,3.49,0.35,113.00,3.37,2.25,41.19,2.82,0.41,0.00000932
80226,0,23.36,4.09,0.30,123.25,3.81,3.50,24.48,3.41,0.38,0.00001559
80295,0,13.28,4.42,0.23,128.00,3.69,1.69,15.72,3.72,0.32,0.00001989
80341,0,8.58,4.62,0.18,119.81,4.81,2.37,10.80,3.89,0.29,0.00001956
80373,0,5.30,4.71,0.13,110.50,2.81,1.44,6.30,4.05,0.20,0.00001895
80415,0,-0.09,4.87,0.02,113.81,3.25,1.62,0.94,4.21,0.11,0.000.00002099
80431,0,-3.46,4.98,-0.04,115.87,4.25,2.06,-1.27,4.28,0.07,0.00002154
80484,0,-6.92,5.06,-0.10,120.19,3.31,2.25,-5.82,4.40,-0.01,0.00002350
80558,0,-16.29,5.35,-0.33,118.25,3.62,3.06,-15.21,4.69,-0.23,0.00002617
80710,0,-31.16,5.04,-1.89,73.81,-0.44,-0.25,-30.52,4.41,-1.81,0.00002559
80778,0,-36.43,5.06,-2.01,58.88,1.62,1.81,-35.93,4.44,-1.92,0.00002259
80822,0,-39.10,5.00,-2.06,73.62,0.13,0.94,-38.45,4.37,-1.98,0.00002307
80911,0,-43.19,4.97,-2.16,38.13,1.00,0.88,-42.89,4.34,-2.08,0.00002130
80990,0,-44.92,4.98,-2.19,10.75,-1.25,-1.00,-44.74,4.35,-2.14,0.00001639
81131,0,-46.98,5.02,-2.18,2.31,2.50,-2.12,-47.02,4.36,-2.10,0.00001426
81181,0,-47.30,5.08,-2.16,-0.19,-1.25,-1.87,-47.28,4.45,-2.10,0.00001318
81249,0,-47.18,5.18,-2.10,0.50,1.69,-1.00,-47.25,4.52,-2.03,0.00001312
81413,0,-46.82,5.38,-1.88,-4.75,-1.12,-2.37,-46.94,4.74,-1.83,0.00001183
81444,0,-46.80,546,-1.85,1.87,1.44,-1.75,-46.88,4.81,-1.78,0.00001296
81481,0,-47.02,5.51,-1.75,6.56,-0.88,-2.94,-47.03,4.87,-1.70,0.00001380
81741,0,-46.54,5.66,-1.71,-7.69,-0.69,0.06,-46.63,5.02,-1.65,0.00001157
81820,0,-46.23,5.66,-1.71,-3.06,-0.81,-1.00,-40,5.03,-1.64,0.00001226
81858,0,-46.22,5.66,-1.69,0.19,0.13,0.06,-46.29,5.03,-1.62,0.00001255
81912,0,-46.37,5.71,-1.72,-5.37,0.31,0.06,-46.44,5.06,-1.64,0.00001218
82052,0,-45.58,5.75,-1.69,-3.87,-0.19,0.00,-45.68,5.12,-1.63,0.00001199
82098,0,-45.42,5.76,-1.70,-7.69,-0.81,-0.44,-45.53,5.13,-1.63,0.00001155
82134,0,-45.12,5.77,-1.71,-10.06,0.37,0.06,-45.29,5.14,-1.64,0.00001092
82171,0,-44.75,5.78,-1.71,-8.88,0.31,0.13,-44.90,5.15,-1.63,0.00001063
82259,0,-43.99,5.79,-1.68,-13.56,-0.50,-0.56,-44.15,5.15,-1.61,0.0000098
82282,0,-43.68,5.78,-1.67,-14.62,-0.69,-0.13,-43.96,5.16,-1.61,0.00000950
82333,0,-43.17,5.79,-1.67,-13.69,-0.31,-0.56,-43.51,5.16,-1.60,0.00000943
82377,0,-42.70,5.79,-1.68,-11.25,-0.06,-0.37,-42.87,5.16,-1.61,0.00000953
82510,0,-40.93,5.81,-1.65,-20.19,-0.06,-0.13,-41.20,5.18,-1.59,0.00000780
82558,0,-40.15,5.81,-1.64,-19.81,-1.00,-0.75,-40.41,5.18,-1.58,0.0000000750
82597,0,-39.46,5.81,-1.64,-18.44,-0.31,-0.50,-39.69,5.18,-1.57,0.00000757
82663,0,-38.23,5.81,-1.64,-22.25,-0.88,-0.50,-38.50,5.18,-1.57,0.00000674
82725,0,-37.14,5.81,-1.63,-23.37,-0.44,-0.37,-37.1,5.18,-1.56,0.00000601
82745,0,-36.47,5.80,-1.61,-23.12,-0.69,-0.62,-36.76,5.17,-1.55,0.00000595
82892,0,-31.93,5.79,-1.54,-34.81,-0.69,-0.31,-32.33,5.17,-1.47,0.00000242
83031,0,-28.07,5.75,-1.42,-38.50,-0.8.88,-0.88,-27.37,5.12,-1.33,0.00000022
83086,0,-25.33,5.73,-1.36,-40.69,-0.94,-1.06,-25.78,5.10,-1.30,-0.00000048
83190,0,-21.26,5.68,-1.27,-34.31,-0.75,-0.69,-21.65,5.05,-1.21,-0.00000063
83245,0,-20.08,5.65,-1.24,-31.50,-1.19,-0.94,-20.44,5.02,-1.18,-0.00000005
83417,0,-15.08,5.59,-1.15,-25.94,-0.62,-0.62,-15.40,4.96,1.08,-0.00000057
83440,0,-14.37,5.59,-1.15,-24.75,-0.44,-0.19,-14.91,4.96,-1.08,-0.00000064
83494,0,-13.58,5.58,-1.12,-22.19,-0.94,-1.62,-14.02,4.9694,-1.04,-0.00000054
83717,0,-10.55,5.54,-1.09,-32.38,-0.62,-1.31,-11.27,4.91,-1.04,-0.00000322
83946,0,-7.96,5.52,-1.03,-14.87,-0.50,0.62,7.90,4.89,-0.96,-0.00000031
84031,0,-6.61,5.52,-0.98,-17.87,-0.25,0.06,-7.01,4.89,-0.92,-0.00000048
84236,0,-4.86,5.50,-0.96,-22.56,-0.44,0.00,-5.38,4.87,-0.89,-0.00000304
84293,0,-4.10,5.50,-0.93,-18.37,-0.19,-0.69,-4.53,4.,-0.86,-0.00000212
84394,0,-2.96,5.49,-0.90,-9.69,-0.50,-0.13,-3.12,4.86,-0.83,-0.00000085
84458,0,-2.05,5.49,-0.89,-13.38,-0.13,-0.69,-2.25,4.86,-0.83,-0.00000210
84695,0,-1.81,5.47,-0.88,2.69,0.00,-0.62,-1.84,4.85,-0.82,0.00000113
84782,0,-1.48,5.46,-0.88,3.81,-0.13,-0.56,-1.48,4.83,-0.81,0.00000106
84865,0,-1.48,5.45,-0.89,-4.31,0.00,0.13,-64,4.81,-0.82,0.00000136
85180,0,-1.66,5.41,-0.90,-4.94,0.00,-0.13,-1.78,4.78,-0.83,-0.00000042
85260,0,-1.42,5.40,-0.90,-0.94,-0.06,-0.37,-1.51,4.77,-0.83,0.00000012
85296,0,-1.37,5.40,-0.90,-0.94,0.13,-0.13,-1.45,4.77,-0.83,0.00000023
85373,0,-1.24,5.39,-0.90,-1.00,0.06,0.13,-1.32,4.76,-0.83,0.00000004
85411,0,-1.25,5.39,-0.89,1.12,0.06,0.00,-1.30,4.76,-0.83,0.00000044
85504,0,-1.79,5.35,-0.89,3.19,-0.37,0.00,-1.81,4.73,-0.82,0.00000097
85551,0,-1.95,5.35,-0.89,6.19,0.13,-0.06,-1.96,4.72,-0.82,0.00000160
85614,0,-2.30,5.34,-0.88,3.00,0.19,-0.19,-2.35,4.71,-0.81,0.00000133
85658,0,-2.30,5.34,-0.88,-2.25,-0.31,0.13,-2.39,4.71,-0.82,0.00000085
85737,0,-1.82,5.33,-0.88,-7.75,0.19,-0.06,-2.05,4.70,-0.81,-0.00000080
85787,0,-1.50,5.32,-0.88,-8.06,-0.50,-0.06,-1.73,4.69,-0.81,0.00000416
85822,0,-2.74,5.34,-0.88,19.19,1.00,0.19,-2.62,4.70,-0.81,0.00000422
86061,0,-7.24,5.37,-1.05,19.19,-0.06,1.44,-7.12,4.74,-0.96,0.00000556
86256,0,-10.87,5.40,-1.12,22.50,62,-0.88,-11.18,4.78,-1.04,0.00000776
86307,0,-12.53,5.43,-1.05,32.63,0.37,-1.31,-12.29,4.80,-1.00,0.00000913
86349,0,-13.90,5.47,-1.01,37.75,1.19,-1.06,-13.61,4.83,-0.95,0.00001045
86433,0,-17.39,5.55,-1.07,49.13,1.19,2.19,-16.97,4.92,-0.97,0.00001357
86517,0,-21.54,5.47,-1.59,55.00,1.12,11.31,-21.07,4.87,-1.41,0.00001582
86645,0,-28.82,5.32,-2.19,44.25,2.00,-0.31,-28.02,4.66,-2.11,0.00001617
86700,0,-30.59,5.31,-2.22,45.75,0.00,0.75,-29.79,4.68,-2.13,0.00001684
86774,0,-33.47,5.33,-2.28,41.31,1.75,1.56,-33.14,4.69,-2.20,0.00001703
86936,0,-38.67,5.35,-2.31,14.81,-0.56,-0.50,-38.59,4.72,-2.24,0.00001411
86954,0,-38.80,5.36,-2.30,3,-0.31,1.25,-39.09,4.73,-2.25,0.00001285
87018,0,-39.07,5.36,-2.29,-3.94,0.50,-0.94,-39.20,4.73,-2.23,0.00001043
87057,0,-38.94,5.37,-2.31,-1.75,0.00,-1.75,-39.04,4.73,-2.25,0.00001011
87119,0,-39.08,5.39,-2.23,-0.13,0.56,-1.19,-39.15,4.76,-2.18,0.00001135
87172,0,-39.02,5.42,-2.25,-2.81,-1.06,-0.81,-39.12,4.79,-2.16,0.00001014
87390,0,-37.84,5.51,-2.11,-15.69,-0.37,-1.12,-38.23,4.86,-2.06,0.00000758
87439,0,-37.07,5.58,-1.95,-18.56,0.37,12,-37.14,4.95,-1.88,0.00000687
87461,0,-36.34,5.66,-1.82,-27.62,-1.19,-5.69,-36.92,4.97,-1.84,0.00000632
87512,0,-35.00,5.80,-1.58,-36.56,-0.81,-7.00,-34.71,5.17,-1.49,0.00000278
87577,0,-32.25,5.75,-1.52,-43.63,-1.56,1.69,-33.16,5.16,-1.45,0.00000144
87632,0,-30.44,5.76,-1.46,-49.38,-0.88,0.88,-31.45,5.13,-1.40,0.00000036
87818,0,-22.22,5.66,-1.22,-40.75,-1.50,-0.25,-22.69,5.05,-1.16,-0.00000114
87893,0,-18.77,5.63,-1.14,-48.00,-1.19,-0.31,-19.31,5.01,-1.08,-0.00000328
87914,0,-17.32,5.60,-1.09,-50.81,-0.94,-1.50,-17.89,4.98,-1.04,-0.00000418
87957,0,-15.12,5.57,-1.04,-61.13,-1.81,-1.37,-15.78,4.95,-0.98,-0.00000620791
88013,0,-12.49,5.52,-0.96,-71.69,-1.50,-2.37,-13.26,4.90,-0.92,-0.00000900
88081,0,-6.67,5.39,-0.83,-97.19,-2.56,-2.12,-7.69,4.78,-0.78,-0.00001514
